source_id	canonical_id	review_status	notes
HGV2_332	phagehostlearn_2024_host_HGV2_332	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HGV2_341	phagehostlearn_2024_host_HGV2_341	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HGV2_370	phagehostlearn_2024_host_HGV2_370	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HGV2_371	phagehostlearn_2024_host_HGV2_371	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HGV2_379	phagehostlearn_2024_host_HGV2_379	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HGV2_398	phagehostlearn_2024_host_HGV2_398	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HGV2_400	phagehostlearn_2024_host_HGV2_400	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HGV2_418	phagehostlearn_2024_host_HGV2_418	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HGV2_429	phagehostlearn_2024_host_HGV2_429	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HGV2_430	phagehostlearn_2024_host_HGV2_430	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HGV2_431	phagehostlearn_2024_host_HGV2_431	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HLF1_17	phagehostlearn_2024_host_HLF1_17	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HLF1_40	phagehostlearn_2024_host_HLF1_40	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HLF1_54	phagehostlearn_2024_host_HLF1_54	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
HLF1_68	phagehostlearn_2024_host_HLF1_68	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K2	phagehostlearn_2024_host_K2	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K21	phagehostlearn_2024_host_K21	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K23	phagehostlearn_2024_host_K23	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K27	phagehostlearn_2024_host_K27	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K28	phagehostlearn_2024_host_K28	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K40	phagehostlearn_2024_host_K40	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K45	phagehostlearn_2024_host_K45	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K48	phagehostlearn_2024_host_K48	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K52	phagehostlearn_2024_host_K52	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K53	phagehostlearn_2024_host_K53	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K67	phagehostlearn_2024_host_K67	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K69	phagehostlearn_2024_host_K69	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K70	phagehostlearn_2024_host_K70	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K71	phagehostlearn_2024_host_K71	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
K72	phagehostlearn_2024_host_K72	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_014	phagehostlearn_2024_host_KP_HGE01_014	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_017	phagehostlearn_2024_host_KP_HGE01_017	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_024	phagehostlearn_2024_host_KP_HGE01_024	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_025	phagehostlearn_2024_host_KP_HGE01_025	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_029	phagehostlearn_2024_host_KP_HGE01_029	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_039	phagehostlearn_2024_host_KP_HGE01_039	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_040	phagehostlearn_2024_host_KP_HGE01_040	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_042	phagehostlearn_2024_host_KP_HGE01_042	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_044	phagehostlearn_2024_host_KP_HGE01_044	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGE01_045	phagehostlearn_2024_host_KP_HGE01_045	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_051	phagehostlearn_2024_host_KP_HGUA02_051	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_054	phagehostlearn_2024_host_KP_HGUA02_054	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_055	phagehostlearn_2024_host_KP_HGUA02_055	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_059	phagehostlearn_2024_host_KP_HGUA02_059	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_064	phagehostlearn_2024_host_KP_HGUA02_064	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_066	phagehostlearn_2024_host_KP_HGUA02_066	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_068	phagehostlearn_2024_host_KP_HGUA02_068	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_071	phagehostlearn_2024_host_KP_HGUA02_071	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_073	phagehostlearn_2024_host_KP_HGUA02_073	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_074	phagehostlearn_2024_host_KP_HGUA02_074	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_089	phagehostlearn_2024_host_KP_HGUA02_089	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_092	phagehostlearn_2024_host_KP_HGUA02_092	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA02_099	phagehostlearn_2024_host_KP_HGUA02_099	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA03_108	phagehostlearn_2024_host_KP_HGUA03_108	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA03_117	phagehostlearn_2024_host_KP_HGUA03_117	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA03_124	phagehostlearn_2024_host_KP_HGUA03_124	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
KP_HGUA03_147	phagehostlearn_2024_host_KP_HGUA03_147	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Kpcas024	phagehostlearn_2024_host_Kpcas024	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Kpcas027	phagehostlearn_2024_host_Kpcas027	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Kpcas039	phagehostlearn_2024_host_Kpcas039	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Kpcas042	phagehostlearn_2024_host_Kpcas042	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Kpcas048	phagehostlearn_2024_host_Kpcas048	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Kpcas054	phagehostlearn_2024_host_Kpcas054	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Kpcas083	phagehostlearn_2024_host_Kpcas083	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Kpcas091	phagehostlearn_2024_host_Kpcas091	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Kpcas111	phagehostlearn_2024_host_Kpcas111	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Moliner_02	phagehostlearn_2024_host_Moliner_02	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Moliner_03	phagehostlearn_2024_host_Moliner_03	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
Moliner_08	phagehostlearn_2024_host_Moliner_08	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
NTUH	phagehostlearn_2024_host_NTUH	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
sampleK3	phagehostlearn_2024_host_sampleK3	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
sampleK4	phagehostlearn_2024_host_sampleK4	pending	generated_from=phagehostlearn_2024; entity_type=host; reviewer_must_set_review_status_to_reviewed_to_enable; canonical entity row generated in disabled PhageHostLearn source export
